region,supplysector,subsector,stub.technology,year,capacity.factor
Russia,electricity,wind,wind,2030,0.45
Russia,electricity,wind,wind,2035,0.45
Russia,electricity,wind,wind,2040,0.45
Russia,electricity,wind,wind,2045,0.45
Russia,electricity,wind,wind,2050,0.45
Russia,electricity,wind,wind,2055,0.45
Russia,electricity,wind,wind,2060,0.45
Russia,electricity,wind,wind,2065,0.45
Russia,electricity,wind,wind,2070,0.45
Russia,electricity,wind,wind,2075,0.45
Russia,electricity,wind,wind,2080,0.45
Russia,electricity,wind,wind,2085,0.45
Russia,electricity,wind,wind,2090,0.45
Russia,electricity,wind,wind,2095,0.45
Russia,electricity,wind,wind,2100,0.45
South Africa,electricity,wind,wind,1975,0.44
South Africa,electricity,wind,wind,1990,0.44
South Africa,electricity,wind,wind,2005,0.44
South Africa,electricity,wind,wind,2010,0.44
South Africa,electricity,wind,wind,2015,0.44
South Africa,electricity,wind,wind,2020,0.44
South Africa,electricity,wind,wind,2025,0.44
South Africa,electricity,wind,wind,2030,0.44
South Africa,electricity,wind,wind,2035,0.44
South Africa,electricity,wind,wind,2040,0.44
South Africa,electricity,wind,wind,2045,0.44
South Africa,electricity,wind,wind,2050,0.44
South Africa,electricity,wind,wind,2055,0.44
South Africa,electricity,wind,wind,2060,0.44
South Africa,electricity,wind,wind,2065,0.44
South Africa,electricity,wind,wind,2070,0.44
South Africa,electricity,wind,wind,2075,0.44
South Africa,electricity,wind,wind,2080,0.44
South Africa,electricity,wind,wind,2085,0.44
South Africa,electricity,wind,wind,2090,0.44
South Africa,electricity,wind,wind,2095,0.44
South Africa,electricity,wind,wind,2100,0.44
South America_Northern,electricity,wind,wind,1975,0.43
South America_Northern,electricity,wind,wind,1990,0.43
South America_Northern,electricity,wind,wind,2005,0.43
South America_Northern,electricity,wind,wind,2010,0.43
South America_Northern,electricity,wind,wind,2015,0.43
South America_Northern,electricity,wind,wind,2020,0.43
South America_Northern,electricity,wind,wind,2025,0.43
South America_Northern,electricity,wind,wind,2030,0.43
South America_Northern,electricity,wind,wind,2035,0.43
South America_Northern,electricity,wind,wind,2040,0.43
South America_Northern,electricity,wind,wind,2045,0.43
South America_Northern,electricity,wind,wind,2050,0.43
South America_Northern,electricity,wind,wind,2055,0.43
South America_Northern,electricity,wind,wind,2060,0.43
South America_Northern,electricity,wind,wind,2065,0.43
South America_Northern,electricity,wind,wind,2070,0.43
South America_Northern,electricity,wind,wind,2075,0.43
South America_Northern,electricity,wind,wind,2080,0.43
South America_Northern,electricity,wind,wind,2085,0.43
South America_Northern,electricity,wind,wind,2090,0.43
South America_Northern,electricity,wind,wind,2095,0.43
South America_Northern,electricity,wind,wind,2100,0.43
South America_Southern,electricity,wind,wind,1975,0.44
South America_Southern,electricity,wind,wind,1990,0.44
South America_Southern,electricity,wind,wind,2005,0.44
South America_Southern,electricity,wind,wind,2010,0.44
South America_Southern,electricity,wind,wind,2015,0.44
South America_Southern,electricity,wind,wind,2020,0.44
South America_Southern,electricity,wind,wind,2025,0.44
South America_Southern,electricity,wind,wind,2030,0.44
South America_Southern,electricity,wind,wind,2035,0.44
South America_Southern,electricity,wind,wind,2040,0.44
South America_Southern,electricity,wind,wind,2045,0.44
South America_Southern,electricity,wind,wind,2050,0.44
South America_Southern,electricity,wind,wind,2055,0.44
South America_Southern,electricity,wind,wind,2060,0.44
South America_Southern,electricity,wind,wind,2065,0.44
South America_Southern,electricity,wind,wind,2070,0.44
South America_Southern,electricity,wind,wind,2075,0.44
South America_Southern,electricity,wind,wind,2080,0.44
South America_Southern,electricity,wind,wind,2085,0.44
South America_Southern,electricity,wind,wind,2090,0.44
South America_Southern,electricity,wind,wind,2095,0.44
South America_Southern,electricity,wind,wind,2100,0.44
South Asia,electricity,wind,wind,1975,0.43
South Asia,electricity,wind,wind,1990,0.43
South Asia,electricity,wind,wind,2005,0.43
South Asia,electricity,wind,wind,2010,0.43
South Asia,electricity,wind,wind,2015,0.43
South Asia,electricity,wind,wind,2020,0.43
South Asia,electricity,wind,wind,2025,0.43
South Asia,electricity,wind,wind,2030,0.43
South Asia,electricity,wind,wind,2035,0.43
South Asia,electricity,wind,wind,2040,0.43
South Asia,electricity,wind,wind,2045,0.43
South Asia,electricity,wind,wind,2050,0.43
South Asia,electricity,wind,wind,2055,0.43
South Asia,electricity,wind,wind,2060,0.43
South Asia,electricity,wind,wind,2065,0.43
South Asia,electricity,wind,wind,2070,0.43
South Asia,electricity,wind,wind,2075,0.43
South Asia,electricity,wind,wind,2080,0.43
South Asia,electricity,wind,wind,2085,0.43
South Asia,electricity,wind,wind,2090,0.43
South Asia,electricity,wind,wind,2095,0.43
South Asia,electricity,wind,wind,2100,0.43
South Korea,electricity,wind,wind,1975,0.36
South Korea,electricity,wind,wind,1990,0.36
South Korea,electricity,wind,wind,2005,0.36
South Korea,electricity,wind,wind,2010,0.36
South Korea,electricity,wind,wind,2015,0.36
South Korea,electricity,wind,wind,2020,0.36
South Korea,electricity,wind,wind,2025,0.36
South Korea,electricity,wind,wind,2030,0.36
South Korea,electricity,wind,wind,2035,0.36
South Korea,electricity,wind,wind,2040,0.36
South Korea,electricity,wind,wind,2045,0.36
South Korea,electricity,wind,wind,2050,0.36
South Korea,electricity,wind,wind,2055,0.36
South Korea,electricity,wind,wind,2060,0.36
South Korea,electricity,wind,wind,2065,0.36
South Korea,electricity,wind,wind,2070,0.36
South Korea,electricity,wind,wind,2075,0.36
South Korea,electricity,wind,wind,2080,0.36
South Korea,electricity,wind,wind,2085,0.36
South Korea,electricity,wind,wind,2090,0.36
South Korea,electricity,wind,wind,2095,0.36
South Korea,electricity,wind,wind,2100,0.36
Southeast Asia,electricity,wind,wind,1975,0.43
Southeast Asia,electricity,wind,wind,1990,0.43
Southeast Asia,electricity,wind,wind,2005,0.43
Southeast Asia,electricity,wind,wind,2010,0.43
Southeast Asia,electricity,wind,wind,2015,0.43
Southeast Asia,electricity,wind,wind,2020,0.43
Southeast Asia,electricity,wind,wind,2025,0.43
Southeast Asia,electricity,wind,wind,2030,0.43
Southeast Asia,electricity,wind,wind,2035,0.43
Southeast Asia,electricity,wind,wind,2040,0.43
Southeast Asia,electricity,wind,wind,2045,0.43
Southeast Asia,electricity,wind,wind,2050,0.43
Southeast Asia,electricity,wind,wind,2055,0.43
Southeast Asia,electricity,wind,wind,2060,0.43
Southeast Asia,electricity,wind,wind,2065,0.43
Southeast Asia,electricity,wind,wind,2070,0.43
Southeast Asia,electricity,wind,wind,2075,0.43
Southeast Asia,electricity,wind,wind,2080,0.43
Southeast Asia,electricity,wind,wind,2085,0.43
Southeast Asia,electricity,wind,wind,2090,0.43
Southeast Asia,electricity,wind,wind,2095,0.43
Southeast Asia,electricity,wind,wind,2100,0.43
Taiwan,electricity,wind,wind,1975,0.39
Taiwan,electricity,wind,wind,1990,0.39
Taiwan,electricity,wind,wind,2005,0.39
Taiwan,electricity,wind,wind,2010,0.39
Taiwan,electricity,wind,wind,2015,0.39
Taiwan,electricity,wind,wind,2020,0.39
Taiwan,electricity,wind,wind,2025,0.39
Taiwan,electricity,wind,wind,2030,0.39
Taiwan,electricity,wind,wind,2035,0.39
Taiwan,electricity,wind,wind,2040,0.39
Taiwan,electricity,wind,wind,2045,0.39
Taiwan,electricity,wind,wind,2050,0.39
Taiwan,electricity,wind,wind,2055,0.39
Taiwan,electricity,wind,wind,2060,0.39
Taiwan,electricity,wind,wind,2065,0.39
Taiwan,electricity,wind,wind,2070,0.39
Taiwan,electricity,wind,wind,2075,0.39
Taiwan,electricity,wind,wind,2080,0.39
Taiwan,electricity,wind,wind,2085,0.39
Taiwan,electricity,wind,wind,2090,0.39
Taiwan,electricity,wind,wind,2095,0.39
Taiwan,electricity,wind,wind,2100,0.39
Argentina,electricity,wind,wind,1975,0.45
Argentina,electricity,wind,wind,1990,0.45
Argentina,electricity,wind,wind,2005,0.45
Argentina,electricity,wind,wind,2010,0.45
Argentina,electricity,wind,wind,2015,0.45
Argentina,electricity,wind,wind,2020,0.45
Argentina,electricity,wind,wind,2025,0.45
Argentina,electricity,wind,wind,2030,0.45
Argentina,electricity,wind,wind,2035,0.45
Argentina,electricity,wind,wind,2040,0.45
Argentina,electricity,wind,wind,2045,0.45
Argentina,electricity,wind,wind,2050,0.45
Argentina,electricity,wind,wind,2055,0.45
Argentina,electricity,wind,wind,2060,0.45
Argentina,electricity,wind,wind,2065,0.45
Argentina,electricity,wind,wind,2070,0.45
Argentina,electricity,wind,wind,2075,0.45
Argentina,electricity,wind,wind,2080,0.45
Argentina,electricity,wind,wind,2085,0.45
Argentina,electricity,wind,wind,2090,0.45
Argentina,electricity,wind,wind,2095,0.45
Argentina,electricity,wind,wind,2100,0.45
Colombia,electricity,wind,wind,1975,0.4
Colombia,electricity,wind,wind,1990,0.4
Colombia,electricity,wind,wind,2005,0.4
Colombia,electricity,wind,wind,2010,0.4
Colombia,electricity,wind,wind,2015,0.4
Colombia,electricity,wind,wind,2020,0.4
Colombia,electricity,wind,wind,2025,0.4
Colombia,electricity,wind,wind,2030,0.4
Colombia,electricity,wind,wind,2035,0.4
Colombia,electricity,wind,wind,2040,0.4
Colombia,electricity,wind,wind,2045,0.4
Colombia,electricity,wind,wind,2050,0.4
Colombia,electricity,wind,wind,2055,0.4
Colombia,electricity,wind,wind,2060,0.4
Colombia,electricity,wind,wind,2065,0.4
Colombia,electricity,wind,wind,2070,0.4
Colombia,electricity,wind,wind,2075,0.4
Colombia,electricity,wind,wind,2080,0.4
Colombia,electricity,wind,wind,2085,0.4
Colombia,electricity,wind,wind,2090,0.4
Colombia,electricity,wind,wind,2095,0.4
Colombia,electricity,wind,wind,2100,0.4
USA,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.1700002373728509
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.2400089564459819
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.2381691227965763
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.2342102307915868
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.23253491495114875
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.23164340446977236
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.2097073200017165
Canada,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.11031362362853551
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.21363234500391107
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.1824743407540935
China,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.20390227501057262
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.14069163389661862
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.15570458860782918
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.1384478888994403
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.18660455402186782
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.09341988920764266
India,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.21025661103600843
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.1969998897612096
Japan,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.16075375076418486
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.2281676106341763
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.23266308828785331
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.22067573947476546
Russia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.1106838989763156
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.23472447956011352
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.20661742934205138
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.20456038475922672
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.21656780700590364
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.1778428889779914
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.20206956180795138
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.1699646765654352
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.19792414198994757
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,1975,0.18601404795526993
USA,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.1700002373728509
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.2400089564459819
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.2381691227965763
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.2342102307915868
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.23253491495114875
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.23164340446977236
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.2097073200017165
Canada,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.11031362362853551
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.21363234500391107
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.1824743407540935
China,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.20390227501057262
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.14069163389661862
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.15570458860782918
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.1384478888994403
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.18660455402186782
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.09341988920764266
India,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.21025661103600843
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.1969998897612096
Japan,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.16075375076418486
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.2281676106341763
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.23266308828785331
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.22067573947476546
Russia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.1106838989763156
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.23472447956011352
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.20661742934205138
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.20456038475922672
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.21656780700590364
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.1778428889779914
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.20206956180795138
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.1699646765654352
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.19792414198994757
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,1990,0.18601404795526993
USA,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.1700002373728509
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.2400089564459819
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.2381691227965763
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.2342102307915868
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.23253491495114875
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.23164340446977236
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.2097073200017165
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.11031362362853551
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.21363234500391107
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.1824743407540935
China,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.20390227501057262
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.14069163389661862
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.15570458860782918
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.1384478888994403
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.18660455402186782
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.09341988920764266
India,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.21025661103600843
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.1969998897612096
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.16075375076418486
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.2281676106341763
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.23266308828785331
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.22067573947476546
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.1106838989763156
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.23472447956011352
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.20661742934205138
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.20456038475922672
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.21656780700590364
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.1778428889779914
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.20206956180795138
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.1699646765654352
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.19792414198994757
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2005,0.18601404795526993
USA,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.1700002373728509
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.2400089564459819
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.2381691227965763
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.2342102307915868
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.23253491495114875
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.23164340446977236
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.2097073200017165
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.11031362362853551
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.21363234500391107
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.1824743407540935
China,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.20390227501057262
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.14069163389661862
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.15570458860782918
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.1384478888994403
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.18660455402186782
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.09341988920764266
India,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.21025661103600843
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.1969998897612096
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.16075375076418486
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.2281676106341763
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.23266308828785331
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.22067573947476546
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.1106838989763156
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.23472447956011352
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.20661742934205138
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.20456038475922672
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.21656780700590364
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.1778428889779914
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.20206956180795138
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.1699646765654352
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.19792414198994757
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2010,0.18601404795526993
USA,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.1700002373728509
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.2400089564459819
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.2381691227965763
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.2342102307915868
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.23253491495114875
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.23164340446977236
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.2097073200017165
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.11031362362853551
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.21363234500391107
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.1824743407540935
China,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.20390227501057262
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.14069163389661862
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.15570458860782918
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.1384478888994403
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.18660455402186782
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.09341988920764266
India,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.21025661103600843
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.1969998897612096
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.16075375076418486
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.2281676106341763
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.23266308828785331
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.22067573947476546
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.1106838989763156
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.23472447956011352
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.20661742934205138
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.20456038475922672
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.21656780700590364
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.1778428889779914
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.20206956180795138
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.1699646765654352
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.19792414198994757
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2015,0.18601404795526993
USA,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.1700002373728509
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.2400089564459819
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.2381691227965763
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.2342102307915868
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.23253491495114875
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.23164340446977236
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.2097073200017165
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.11031362362853551
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.21363234500391107
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.1824743407540935
China,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.20390227501057262
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.14069163389661862
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.15570458860782918
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.1384478888994403
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.18660455402186782
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.09341988920764266
India,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.21025661103600843
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.1969998897612096
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.16075375076418486
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.2281676106341763
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.23266308828785331
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.22067573947476546
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.1106838989763156
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.23472447956011352
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.20661742934205138
South America_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.20456038475922672
South Asia,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.21656780700590364
South Korea,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.1778428889779914
Southeast Asia,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.20206956180795138
Taiwan,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.1699646765654352
Argentina,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.19792414198994757
Colombia,elect_td_bld,rooftop_pv,rooftop_pv,2020,0.18601404795526993
USA,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.1700002373728509
Africa_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.2400089564459819
Africa_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.2381691227965763
Africa_Southern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.2342102307915868
Africa_Western,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.23253491495114875
Australia_NZ,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.23164340446977236
Brazil,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.2097073200017165
Canada,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.11031362362853551
Central America and Caribbean,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.21363234500391107
Central Asia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.1824743407540935
China,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.20390227501057262
EU-12,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.14069163389661862
EU-15,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.15570458860782918
Europe_Eastern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.1384478888994403
Europe_Non_EU,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.18660455402186782
European Free Trade Association,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.09341988920764266
India,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.21025661103600843
Indonesia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.1969998897612096
Japan,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.16075375076418486
Mexico,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.2281676106341763
Middle East,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.23266308828785331
Pakistan,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.22067573947476546
Russia,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.1106838989763156
South Africa,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.23472447956011352
South America_Northern,elect_td_bld,rooftop_pv,rooftop_pv,2025,0.20661742934205138
